DATA_REF_SYNTAX,MODEL_ID,RCM_VERSION_ID,FREQUENCY,VAR_NAME,VERSION_NO,PANELS
CORDEX.output.EUR-11.CLMcom.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20140515,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20140515,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.ICHEC-EC-EARTH.historical.r12i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20191210,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.ICHEC-EC-EARTH.rcp85.r12i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20200609,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.MOHC-HadGEM2-ES.historical.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20200609,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.MOHC-HadGEM2-ES.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20200924,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.MPI-M-MPI-ESM-LR.historical.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20191219,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20200102,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.NCC-NorESM1-M.historical.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20191210,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom-ETH.NCC-NorESM1-M.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,tasmax,v20191217,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20140515,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.ICHEC-EC-EARTH.rcp26.r12i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20170523,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20140515,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20150320,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20150320,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20140515,MED,WCE,NEU
CORDEX.output.EUR-11.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,day,tasmax,v20140515,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,CNRM-ALADIN63,v2,day,tasmax,v20190510,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,CNRM-ALADIN63,v2,day,tasmax,v20190419,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.MOHC-HadGEM2-ES.historical.r1i1p1,CNRM-ALADIN63,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.MOHC-HadGEM2-ES.rcp85.r1i1p1,CNRM-ALADIN63,v1,day,tasmax,v20191004,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.MPI-M-MPI-ESM-LR.historical.r1i1p1,CNRM-ALADIN63,v1,day,tasmax,v20200306,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,CNRM-ALADIN63,v1,day,tasmax,v20200518,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.NCC-NorESM1-M.historical.r1i1p1,CNRM-ALADIN63,v1,day,tasmax,v20201203,MED,WCE,NEU
CORDEX.output.EUR-11.CNRM.NCC-NorESM1-M.rcp85.r1i1p1,CNRM-ALADIN63,v1,day,tasmax,v20201112,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,DMI-HIRHAM5,v2,day,tasmax,v20190131,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,DMI-HIRHAM5,v2,day,tasmax,v20190208,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.ICHEC-EC-EARTH.historical.r12i1p1,DMI-HIRHAM5,v1,day,tasmax,v20181126,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.ICHEC-EC-EARTH.historical.r3i1p1,DMI-HIRHAM5,v2,day,tasmax,v20190212,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.ICHEC-EC-EARTH.rcp85.r12i1p1,DMI-HIRHAM5,v1,day,tasmax,v20181126,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.ICHEC-EC-EARTH.rcp85.r3i1p1,DMI-HIRHAM5,v2,day,tasmax,v20190212,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.IPSL-IPSL-CM5A-MR.historical.r1i1p1,DMI-HIRHAM5,v1,day,tasmax,v20201101,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1,DMI-HIRHAM5,v1,day,tasmax,v20201101,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.MOHC-HadGEM2-ES.historical.r1i1p1,DMI-HIRHAM5,v2,day,tasmax,v20190512,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.MOHC-HadGEM2-ES.rcp26.r1i1p1,DMI-HIRHAM5,v2,day,tasmax,v20200229,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.MOHC-HadGEM2-ES.rcp85.r1i1p1,DMI-HIRHAM5,v2,day,tasmax,v20190512,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.MPI-M-MPI-ESM-LR.historical.r1i1p1,DMI-HIRHAM5,v1,day,tasmax,v20191101,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,DMI-HIRHAM5,v1,day,tasmax,v20200113,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.NCC-NorESM1-M.historical.r1i1p1,DMI-HIRHAM5,v3,day,tasmax,v20190522,MED,WCE,NEU
CORDEX.output.EUR-11.DMI.NCC-NorESM1-M.rcp85.r1i1p1,DMI-HIRHAM5,v3,day,tasmax,v20190522,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,GERICS-REMO2015,v2,day,tasmax,v20200713,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.CNRM-CERFACS-CNRM-CM5.rcp26.r1i1p1,GERICS-REMO2015,v2,day,tasmax,v20200925,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,GERICS-REMO2015,v2,day,tasmax,v20200925,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.IPSL-IPSL-CM5A-LR.historical.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20180710,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.IPSL-IPSL-CM5A-LR.rcp26.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20180710,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.IPSL-IPSL-CM5A-MR.historical.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200702,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.MPI-M-MPI-ESM-LR.historical.r3i1p1,GERICS-REMO2015,v1,day,tasmax,v20190925,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.MPI-M-MPI-ESM-LR.rcp85.r3i1p1,GERICS-REMO2015,v1,day,tasmax,v20190925,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.NCC-NorESM1-M.historical.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20181107,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.NCC-NorESM1-M.rcp26.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20190925,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.NCC-NorESM1-M.rcp85.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20181212,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.NOAA-GFDL-GFDL-ESM2G.historical.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20180710,MED,WCE,NEU
CORDEX.output.EUR-11.GERICS.NOAA-GFDL-GFDL-ESM2G.rcp26.r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20180710,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.ICHEC-EC-EARTH.historical.r12i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.ICHEC-EC-EARTH.rcp85.r12i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.MPI-M-MPI-ESM-LR.historical.r1i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.ICTP.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,ICTP-RegCM4-6,v1,day,tasmax,v20190502,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,IPSL-WRF381P,v2,day,tasmax,v20191015,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,IPSL-WRF381P,v2,day,tasmax,v20191015,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.ICHEC-EC-EARTH.historical.r12i1p1,IPSL-WRF381P,v1,day,tasmax,v20200716,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.ICHEC-EC-EARTH.rcp85.r12i1p1,IPSL-WRF381P,v1,day,tasmax,v20200716,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.IPSL-IPSL-CM5A-MR.historical.r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.MOHC-HadGEM2-ES.historical.r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.MOHC-HadGEM2-ES.rcp85.r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.NCC-NorESM1-M.historical.r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.IPSL.NCC-NorESM1-M.rcp85.r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,KNMI-RACMO22E,v2,day,tasmax,v20181212,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.CNRM-CERFACS-CNRM-CM5.rcp26.r1i1p1,KNMI-RACMO22E,v2,day,tasmax,v20190418,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,KNMI-RACMO22E,v2,day,tasmax,v20181212,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.ICHEC-EC-EARTH.historical.r12i1p1,KNMI-RACMO22E,v1,day,tasmax,v20170208,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.ICHEC-EC-EARTH.rcp26.r12i1p1,KNMI-RACMO22E,v1,day,tasmax,v20170206,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.ICHEC-EC-EARTH.rcp85.r12i1p1,KNMI-RACMO22E,v1,day,tasmax,v20170606,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.IPSL-IPSL-CM5A-MR.historical.r1i1p1,KNMI-RACMO22E,v1,day,tasmax,v20191029,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1,KNMI-RACMO22E,v1,day,tasmax,v20191029,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.MOHC-HadGEM2-ES.historical.r1i1p1,KNMI-RACMO22E,v2,day,tasmax,v20160620,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.MOHC-HadGEM2-ES.rcp26.r1i1p1,KNMI-RACMO22E,v2,day,tasmax,v20160830,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.MOHC-HadGEM2-ES.rcp85.r1i1p1,KNMI-RACMO22E,v2,day,tasmax,v20160705,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.MPI-M-MPI-ESM-LR.historical.r1i1p1,KNMI-RACMO22E,v1,day,tasmax,v20190619,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,KNMI-RACMO22E,v1,day,tasmax,v20200623,MED,WCE,NEU
CORDEX.output.EUR-11.KNMI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,KNMI-RACMO22E,v1,day,tasmax,v20190625,MED,WCE,NEU
